math_eq,CorrAns,dstr1,dstr2,CorrAns_key,thisN,thisTrialN,thisRepN,key_resp_eq.keys,key_resp_eq.corr,key_resp_eq.rt,key_resp_eq.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,loop_rest.thisRepN,loop_rest.thisTrialN,loop_rest.thisN,loop_rest.thisIndex,thisRow.t,notes,piloting,instruction_screen.started,text_instruction.started,key_resp_inst.started,instruction_screen.stopped,key_resp_inst.keys,key_resp_inst.rt,key_resp_inst.duration,set_options.started,set_options.stopped,trial.started,text_equation.started,text_opt1.started,text_opt2.started,text_opt3.started,trial.stopped,trials.key_resp_eq.keys,trials.key_resp_eq.corr,pause.started,text_2.started,text_2.stopped,pause.stopped,feedback.started,text_feedback.started,text_feedback.stopped,feedback.stopped,is_rest.started,is_rest.stopped,trials.key_resp_eq.rt,trials.key_resp_eq.duration,rest_screen.started,text.started,text.stopped,rest_screen.stopped,Q1.started,text_q1.started,key_resp_2.started,Q1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,end_screen.started,text_endscreen.started,key_resp.started,key_resp.stopped,text_endscreen.stopped,end_screen.stopped,key_resp.keys,participant,session,delay,group,date,expName,expVersion,psychopyVersion,frameRate,expStart,
30 + 22,52,58,53,1,40,40,0,1,0,5.904499699943699,None,0,40,40,40,,,,,448.87498340010643,,,,,,,,,,448.86665390001144,448.8668810999952,448.87253060005605,448.87498340010643,448.87498340010643,448.87498340010643,448.87498340010643,454.78044450003654,1,0,454.78059740003664,454.7875924000982,456.77966750005726,456.7718021000037,456.77183820004575,456.77966750005726,459.77547690004576,459.76335430005565,459.7633808000246,459.76357650000136,5.904499699943699,None,,,,,,,,,,,,,,,,,,,208,1,short,A,2026-07-13_10h08.05.384,arithmetic_task,,2026.1.3,120.27687735162951,2026-07-13 10h08.05.477839 -0400,
25 - 14,11,2,6,1,41,41,0,1,0,4.939915299997665,None,0,41,41,41,,,,,459.77547690004576,,,,,,,,,,459.7673125000438,459.76753010007087,459.77294120006263,459.77547690004576,459.77547690004576,459.77547690004576,459.77547690004576,464.71372100000735,1,0,464.7139092000434,464.721141200047,466.7127817000728,466.7048438000493,466.70488259999547,466.7127817000728,469.709157000063,469.6965785000939,469.6966054000659,469.6968012000434,4.939915299997665,None,,,,,,,,,,,,,,,,,,,208,1,short,A,2026-07-13_10h08.05.384,arithmetic_task,,2026.1.3,120.27687735162951,2026-07-13 10h08.05.477839 -0400,
100 / 4,25,20,22,3,42,42,0,1,0,3.150626700022258,None,0,42,42,42,,,,,469.709157000063,,,,,,,,,,469.7004855000414,469.70073939999565,469.7063839000184,469.709157000063,469.709157000063,469.709157000063,469.709157000063,472.86366670008283,1,0,472.86382220010273,472.87162480002735,474.86289670004044,474.85505340003874,474.8565399000654,474.86289670004044,477.86007030005567,477.8471292000031,477.8471554000862,477.84735420008656,3.150626700022258,None,,,,,,,,,,,,,,,,,,,208,1,short,A,2026-07-13_10h08.05.384,arithmetic_task,,2026.1.3,120.27687735162951,2026-07-13 10h08.05.477839 -0400,
58 - 13,45,55,44,3,43,43,0,3,0,6.167713700095192,None,0,43,43,43,,,,,477.86007030005567,,,,,,,,,,477.8511803000001,477.8513995000394,477.85729140008334,477.86007030005567,477.86007030005567,477.86007030005567,477.86007030005567,484.0309007000178,3,0,484.03105920006055,484.038169400068,486.02998190000653,486.02214430004824,486.0236807001056,486.02998190000653,489.0260468000779,489.0138272000477,489.0138535000151,489.01404900010675,6.167713700095192,None,,,,,,,,,,,,,,,,,,,208,1,short,A,2026-07-13_10h08.05.384,arithmetic_task,,2026.1.3,120.27687735162951,2026-07-13 10h08.05.477839 -0400,
33 + 22,55,52,53,2,44,44,0,2,0,1.8973448000615463,None,0,44,44,44,,,,,489.0260468000779,,,,,,,,,,489.01786750007886,489.01809620007407,489.0236672000028,489.0260468000779,489.0260468000779,489.0260468000779,489.0260468000779,490.92235610005446,2,0,490.9225120000774,490.93012460006867,492.92209710006136,492.91378450009506,492.9138206000207,492.92209710006136,495.91789730009623,495.9053189000115,495.9053453000961,495.9055424000835,1.8973448000615463,None,,,,,,,,,,,,,,,,,,,208,1,short,A,2026-07-13_10h08.05.384,arithmetic_task,,2026.1.3,120.27687735162951,2026-07-13 10h08.05.477839 -0400,
24 - 14,10,20,11,2,45,45,0,2,0,4.2213217000244185,None,0,45,45,45,,,,,495.91789730009623,,,,,,,,,,495.90932950004935,495.90954920009244,495.91519920004066,495.91789730009623,495.91789730009623,495.91789730009623,495.91789730009623,500.13941410009284,2,0,500.13957650004886,500.1468710000627,502.13863530009985,502.13064420002047,502.1306793000549,502.13863530009985,505.13510930002667,505.12237920006737,505.1224063000409,505.12260850006714,4.2213217000244185,None,,,,,,,,,,,,,,,,,,,208,1,short,A,2026-07-13_10h08.05.384,arithmetic_task,,2026.1.3,120.27687735162951,2026-07-13 10h08.05.477839 -0400,
118 / 2,59,55,57,3,46,46,0,3,0,5.708817999926396,None,0,46,46,46,,,,,505.13510930002667,,,,,,,,,,505.1264176000841,505.1266378000146,505.13240770006087,505.13510930002667,505.13510930002667,505.13510930002667,505.13510930002667,510.848128200043,3,0,510.84830910002347,510.8555517999921,512.8468451000517,512.839238799992,512.8392742000287,512.8468451000517,515.8435198999941,515.8310468000127,515.8310733000981,515.831272700103,5.708817999926396,None,,,,,,,,,,,,,,,,,,,208,1,short,A,2026-07-13_10h08.05.384,arithmetic_task,,2026.1.3,120.27687735162951,2026-07-13 10h08.05.477839 -0400,
14 * 2,28,38,16,1,47,47,0,1,0,4.439326399937272,None,0,47,47,47,,,,,515.8435198999941,,,,,,,,,,515.8350445000688,515.835267300019,515.8409750000574,515.8435198999941,515.8435198999941,515.8435198999941,515.8435198999941,520.2812085000332,1,0,520.2813946000533,520.2886582000647,522.2805851000594,522.2727895000717,522.2728246001061,522.2805851000594,525.2773761000717,525.2646787000122,525.2647073999979,525.264912600047,4.439326399937272,None,,,,,,,,,,,,,,,,,,,208,1,short,A,2026-07-13_10h08.05.384,arithmetic_task,,2026.1.3,120.27687735162951,2026-07-13 10h08.05.477839 -0400,
23 * 4,92,82,87,3,48,48,0,3,0,5.725810199975967,None,0,48,48,48,,,,,525.2773761000717,,,,,,,,,,525.2688220000127,525.2690442000749,525.2745996000012,525.2773761000717,525.2773761000717,525.2773761000717,525.2773761000717,531.0063333000289,3,0,531.006480500102,531.0143619000446,533.0057977000251,532.9974504000274,532.9974862000672,533.0057977000251,536.0019527000841,535.9892657001037,535.9892918000696,535.9894866000395,5.725810199975967,None,,,,,,,,,,,,,,,,,,,208,1,short,A,2026-07-13_10h08.05.384,arithmetic_task,,2026.1.3,120.27687735162951,2026-07-13 10h08.05.477839 -0400,
25 + 19,44,53,38,1,49,49,0,1,0,4.8411720000440255,None,0,49,49,49,0,0,0,0,545.8392968000844,,,,,,,,,,535.9933700000402,535.993589800084,535.9992647001054,536.0019527000841,536.0019527000841,536.0019527000841,536.0019527000841,540.8479787000688,1,0,540.8481228000019,540.8556841000682,542.8475042000646,542.839260000037,542.8392956000753,542.8475042000646,545.8392968000844,545.8309217999922,545.8309486000799,545.8311481000856,4.8411720000440255,None,545.831379200099,545.8392968000844,555.8312102000928,555.8230813000118,,,,,,,,,,,,,,,208,1,short,A,2026-07-13_10h08.05.384,arithmetic_task,,2026.1.3,120.27687735162951,2026-07-13 10h08.05.477839 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.826942600077,555.8312102000928,555.8312102000928,576.5237739000004,3,20.68998130003456,None,,,,,,,,208,1,short,A,2026-07-13_10h08.05.384,arithmetic_task,,2026.1.3,120.27687735162951,2026-07-13 10h08.05.477839 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.5238248000387,576.5314572000643,577.5149721000344,591.5065747000044,591.5233499000315,591.5153732000617,None,208,1,short,A,2026-07-13_10h08.05.384,arithmetic_task,,2026.1.3,120.27687735162951,2026-07-13 10h08.05.477839 -0400,
