math_eq,CorrAns,dstr1,dstr2,CorrAns_key,thisN,thisTrialN,thisRepN,key_resp_eq.keys,key_resp_eq.corr,key_resp_eq.rt,key_resp_eq.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,loop_rest.thisRepN,loop_rest.thisTrialN,loop_rest.thisN,loop_rest.thisIndex,thisRow.t,notes,piloting,instruction_screen.started,text_instruction.started,key_resp_inst.started,instruction_screen.stopped,key_resp_inst.keys,key_resp_inst.rt,key_resp_inst.duration,set_options.started,set_options.stopped,trial.started,text_equation.started,text_opt1.started,text_opt2.started,text_opt3.started,trial.stopped,trials.key_resp_eq.keys,trials.key_resp_eq.corr,trials.key_resp_eq.rt,trials.key_resp_eq.duration,pause.started,text_2.started,text_2.stopped,pause.stopped,feedback.started,text_feedback.started,text_feedback.stopped,feedback.stopped,is_rest.started,is_rest.stopped,rest_screen.started,text.started,text.stopped,rest_screen.stopped,Q1.started,text_q1.started,key_resp_2.started,Q1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,end_screen.started,text_endscreen.started,key_resp.started,key_resp.stopped,text_endscreen.stopped,end_screen.stopped,key_resp.keys,participant,session,delay,group,date,expName,expVersion,psychopyVersion,frameRate,expStart,
30 + 22,52,58,53,1,40,40,0,1,0,1.4922435999615118,None,0,40,40,40,,,,,381.0669610000332,,,,,,,,,,381.05829330004053,381.05852510000113,381.0642855000333,381.0669610000332,381.0669610000332,381.0669610000332,381.0669610000332,382.5634565000073,1,0,1.4922435999615118,None,382.5635952000157,382.57076510001207,384.5624151999946,384.55446509999456,384.554502199986,384.5624151999946,387.5586307999911,387.5462510000216,387.54628469998715,387.5465531999944,,,,,,,,,,,,,,,,,,,464,1,short,A,2026-07-09_14h24.37.086,arithmetic_task,,2026.1.3,120.04038152849347,2026-07-09 14h24.37.180484 -0400,
25 - 14,11,2,6,1,41,41,0,1,0,2.200749200012069,None,0,41,41,41,,,,,387.5586307999911,,,,,,,,,,387.5503653000342,387.5506255000364,387.5560022999998,387.5586307999911,387.5586307999911,387.5586307999911,387.5586307999911,389.76345030002994,1,0,2.200749200012069,None,389.7635850000079,389.77092119998997,391.7625277999905,391.7546041000169,391.7546402000007,391.7625277999905,394.75934480002616,394.7464745999896,394.7465030000312,394.7467079000198,,,,,,,,,,,,,,,,,,,464,1,short,A,2026-07-09_14h24.37.086,arithmetic_task,,2026.1.3,120.04038152849347,2026-07-09 14h24.37.180484 -0400,
100 / 4,25,20,22,3,42,42,0,3,0,1.4002024999936111,None,0,42,42,42,,,,,394.75934480002616,,,,,,,,,,394.7505695000291,394.75080869998783,394.75667660002364,394.75934480002616,394.75934480002616,394.75934480002616,394.75934480002616,396.16347530001076,3,0,1.4002024999936111,None,396.1636359000113,396.1711544999853,398.16278940002667,398.1545672999928,398.1546030000318,398.16278940002667,401.1596456000116,401.1464893000084,401.14652000000933,401.146748500003,,,,,,,,,,,,,,,,,,,464,1,short,A,2026-07-09_14h24.37.086,arithmetic_task,,2026.1.3,120.04038152849347,2026-07-09 14h24.37.180484 -0400,
58 - 13,45,55,44,3,43,43,0,3,0,1.6724852999905124,None,0,43,43,43,,,,,401.1596456000116,,,,,,,,,,401.1506131000351,401.1508737000404,401.1566793000093,401.1596456000116,401.1596456000116,401.1596456000116,401.1596456000116,402.8302515000105,3,0,1.6724852999905124,None,402.83040530001745,402.8376433000085,404.8293616999872,404.82134309998946,404.82137830002466,404.8293616999872,407.82608870003605,407.813331100042,407.8133603000315,407.8135517000337,,,,,,,,,,,,,,,,,,,464,1,short,A,2026-07-09_14h24.37.086,arithmetic_task,,2026.1.3,120.04038152849347,2026-07-09 14h24.37.180484 -0400,
33 + 22,55,52,53,2,44,44,0,2,0,1.5338356000138447,None,0,44,44,44,,,,,407.82608870003605,,,,,,,,,,407.8174401000142,407.8176686000079,407.8233106000116,407.82608870003605,407.82608870003605,407.82608870003605,407.82608870003605,409.3636165999924,2,0,1.5338356000138447,None,409.36374990001787,409.37141349999,411.3629609000054,411.35509369999636,411.35512970003765,411.3629609000054,414.35946980002336,414.34673300001305,414.34676200000104,414.34696430002805,,,,,,,,,,,,,,,,,,,464,1,short,A,2026-07-09_14h24.37.086,arithmetic_task,,2026.1.3,120.04038152849347,2026-07-09 14h24.37.180484 -0400,
24 - 14,10,20,11,2,45,45,0,2,0,2.056364699965343,None,0,45,45,45,,,,,414.35946980002336,,,,,,,,,,414.35078410001006,414.3510030999896,414.35663370002294,414.35946980002336,414.35946980002336,414.35946980002336,414.35946980002336,416.41389500000514,2,0,2.056364699965343,None,416.41407790000085,416.42132220003987,418.41308020002907,418.40537049999693,418.4054065000382,418.41308020002907,421.4102708999999,421.39663850003853,421.39666979998583,421.39691120001953,,,,,,,,,,,,,,,,,,,464,1,short,A,2026-07-09_14h24.37.086,arithmetic_task,,2026.1.3,120.04038152849347,2026-07-09 14h24.37.180484 -0400,
118 / 2,59,55,57,3,46,46,0,3,0,2.63738310005283,None,0,46,46,46,,,,,421.4102708999999,,,,,,,,,,421.40083420003066,421.40117130003637,421.4069972000434,421.4102708999999,421.4102708999999,421.4102708999999,421.4102708999999,424.0474180000019,3,0,2.63738310005283,None,424.0475787000032,424.05481719999807,426.04658850003034,426.0385649999953,426.0386010000366,426.04658850003034,429.0431486000307,429.0306262000231,429.03065510001034,429.0308509999886,,,,,,,,,,,,,,,,,,,464,1,short,A,2026-07-09_14h24.37.086,arithmetic_task,,2026.1.3,120.04038152849347,2026-07-09 14h24.37.180484 -0400,
14 * 2,28,38,16,1,47,47,0,1,0,1.6923684000503272,None,0,47,47,47,,,,,429.0431486000307,,,,,,,,,,429.0347162000253,429.03493520000484,429.04076950001763,429.0431486000307,429.0431486000307,429.0431486000307,429.0431486000307,430.73893440002576,1,0,1.6923684000503272,None,430.73906530003296,430.74676990002627,432.7385263000033,432.7306692000129,432.73070509999525,432.7385263000033,435.7344479000312,435.7218380999984,435.7218667000416,435.7220614000107,,,,,,,,,,,,,,,,,,,464,1,short,A,2026-07-09_14h24.37.086,arithmetic_task,,2026.1.3,120.04038152849347,2026-07-09 14h24.37.180484 -0400,
23 * 4,92,82,87,3,48,48,0,3,0,4.136663799989037,None,0,48,48,48,,,,,435.7344479000312,,,,,,,,,,435.7259767000214,435.72620020003524,435.73171459999867,435.7344479000312,435.7344479000312,435.7344479000312,435.7344479000312,439.8725817000377,3,0,4.136663799989037,None,439.8727162000141,439.87984250002773,441.8716572000412,441.86365499999374,441.8636919000419,441.8716572000412,444.86788490001345,444.85539510002127,444.855423800007,444.8556260000332,,,,,,,,,,,,,,,,,,,464,1,short,A,2026-07-09_14h24.37.086,arithmetic_task,,2026.1.3,120.04038152849347,2026-07-09 14h24.37.180484 -0400,
25 + 19,44,53,38,1,49,49,0,1,0,2.9238397000008263,None,0,49,49,49,0,0,0,0,452.7886449000216,,,,,,,,,,444.85948460001964,444.8597343000001,444.8654021000257,444.86788490001345,444.86788490001345,444.86788490001345,444.86788490001345,447.7976251000073,1,0,2.9238397000008263,None,447.797756200016,447.80549540003994,449.79683040000964,449.7891109000193,449.78914589999476,449.79683040000964,452.7886449000216,452.78072280000197,452.7807504000375,452.78094870003406,452.7811841000221,452.7886449000216,462.78054509998765,462.77262520004297,,,,,,,,,,,,,,,464,1,short,A,2026-07-09_14h24.37.086,arithmetic_task,,2026.1.3,120.04038152849347,2026-07-09 14h24.37.180484 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.7763288000133,462.78054509998765,462.78054509998765,476.81474410003284,1,14.032714200031478,None,,,,,,,,464,1,short,A,2026-07-09_14h24.37.086,arithmetic_task,,2026.1.3,120.04038152849347,2026-07-09 14h24.37.180484 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.81479139998555,476.82238170003984,477.8058534000302,491.79784790001577,491.8141498999903,491.8061228999868,None,464,1,short,A,2026-07-09_14h24.37.086,arithmetic_task,,2026.1.3,120.04038152849347,2026-07-09 14h24.37.180484 -0400,
